IdForma,Stats,Valor (base)
535 - A,Spd,64
536 - A,Hp,75
536 - A,Atk,65
536 - A,Def,55
536 - A,Sp Atk,65
536 - A,Sp Def,55
536 - A,Spd,69
537 - A,Hp,105
537 - A,Atk,95
537 - A,Def,75
537 - A,Sp Atk,85
537 - A,Sp Def,75
537 - A,Spd,74
538 - A,Hp,120
538 - A,Atk,100
538 - A,Def,85
538 - A,Sp Atk,30
538 - A,Sp Def,85
538 - A,Spd,45
539 - A,Hp,75
539 - A,Atk,125
539 - A,Def,75
539 - A,Sp Atk,30
539 - A,Sp Def,75
539 - A,Spd,85
540 - A,Hp,45
540 - A,Atk,53
540 - A,Def,70
540 - A,Sp Atk,40
540 - A,Sp Def,60
540 - A,Spd,42
541 - A,Hp,55
541 - A,Atk,63
541 - A,Def,90
541 - A,Sp Atk,50
541 - A,Sp Def,80
541 - A,Spd,42
542 - A,Hp,75
542 - A,Atk,103
542 - A,Def,80
542 - A,Sp Atk,70
542 - A,Sp Def,80
542 - A,Spd,92
543 - A,Hp,30
543 - A,Atk,45
543 - A,Def,59
543 - A,Sp Atk,30
543 - A,Sp Def,39
543 - A,Spd,57
544 - A,Hp,40
544 - A,Atk,55
544 - A,Def,99
544 - A,Sp Atk,40
544 - A,Sp Def,79
544 - A,Spd,47
545 - A,Hp,60
545 - A,Atk,100
545 - A,Def,89
545 - A,Sp Atk,55
545 - A,Sp Def,69
545 - A,Spd,112
546 - A,Hp,40
546 - A,Atk,27
546 - A,Def,60
546 - A,Sp Atk,37
546 - A,Sp Def,50
546 - A,Spd,66
547 - A,Hp,60
547 - A,Atk,67
547 - A,Def,85
547 - A,Sp Atk,77
547 - A,Sp Def,75
547 - A,Spd,116
548 - A,Hp,45
548 - A,Atk,35
548 - A,Def,50
548 - A,Sp Atk,70
548 - A,Sp Def,50
548 - A,Spd,30
549 - A,Hp,70
549 - A,Atk,60
549 - A,Def,75
549 - A,Sp Atk,110
549 - A,Sp Def,75
549 - A,Spd,90
549 - B,Hp,70
549 - B,Atk,105
549 - B,Def,75
549 - B,Sp Atk,50
549 - B,Sp Def,75
549 - B,Spd,105
550 - A,Hp,70
550 - A,Atk,92
550 - A,Def,65
550 - A,Sp Atk,80
550 - A,Sp Def,55
550 - A,Spd,98
550 - B,Hp,70
550 - B,Atk,92
550 - B,Def,65
550 - B,Sp Atk,80
550 - B,Sp Def,55
550 - B,Spd,98
550 - C,Hp,70
550 - C,Atk,92
550 - C,Def,65
550 - C,Sp Atk,80
550 - C,Sp Def,55
550 - C,Spd,98
551 - A,Hp,50
551 - A,Atk,72
551 - A,Def,35
551 - A,Sp Atk,35
551 - A,Sp Def,35
551 - A,Spd,65
552 - A,Hp,60
552 - A,Atk,82
552 - A,Def,45
552 - A,Sp Atk,45
552 - A,Sp Def,45
552 - A,Spd,74
553 - A,Hp,95
553 - A,Atk,117
553 - A,Def,80
553 - A,Sp Atk,65
553 - A,Sp Def,70
553 - A,Spd,92
554 - A,Hp,70
554 - A,Atk,90
554 - A,Def,45
554 - A,Sp Atk,15
554 - A,Sp Def,45
554 - A,Spd,50
554 - B,Hp,70
554 - B,Atk,90
554 - B,Def,45
554 - B,Sp Atk,15
554 - B,Sp Def,45
554 - B,Spd,50
555 - A,Hp,105
555 - A,Atk,140
555 - A,Def,55
555 - A,Sp Atk,30
555 - A,Sp Def,55
555 - A,Spd,95
555 - B,Hp,105
555 - B,Atk,30
555 - B,Def,105
555 - B,Sp Atk,140
555 - B,Sp Def,105
555 - B,Spd,55
555 - C,Hp,105
555 - C,Atk,140
555 - C,Def,55
555 - C,Sp Atk,30
555 - C,Sp Def,55
555 - C,Spd,95
555 - D,Hp,105
555 - D,Atk,160
555 - D,Def,55
555 - D,Sp Atk,30
555 - D,Sp Def,55
555 - D,Spd,135
556 - A,Hp,75
556 - A,Atk,86
556 - A,Def,67
556 - A,Sp Atk,106
556 - A,Sp Def,67
556 - A,Spd,60
557 - A,Hp,50
557 - A,Atk,65
557 - A,Def,85
557 - A,Sp Atk,35
557 - A,Sp Def,35
557 - A,Spd,55
558 - A,Hp,70
558 - A,Atk,105
558 - A,Def,125
558 - A,Sp Atk,65
558 - A,Sp Def,75
558 - A,Spd,45
559 - A,Hp,50
559 - A,Atk,75
559 - A,Def,70
559 - A,Sp Atk,35
559 - A,Sp Def,70
559 - A,Spd,48
560 - A,Hp,65
560 - A,Atk,90
560 - A,Def,115
560 - A,Sp Atk,45
560 - A,Sp Def,115
560 - A,Spd,58
561 - A,Hp,72
561 - A,Atk,58
561 - A,Def,80
561 - A,Sp Atk,103
561 - A,Sp Def,80
561 - A,Spd,97
562 - A,Hp,38
562 - A,Atk,30
562 - A,Def,85
562 - A,Sp Atk,55
562 - A,Sp Def,65
562 - A,Spd,30
562 - B,Hp,38
562 - B,Atk,55
562 - B,Def,85
562 - B,Sp Atk,30
562 - B,Sp Def,65
562 - B,Spd,30
563 - A,Hp,58
563 - A,Atk,50
563 - A,Def,145
563 - A,Sp Atk,95
563 - A,Sp Def,105
563 - A,Spd,30
564 - A,Hp,54
564 - A,Atk,78
564 - A,Def,103
564 - A,Sp Atk,53
564 - A,Sp Def,45
564 - A,Spd,22
565 - A,Hp,74
565 - A,Atk,108
565 - A,Def,133
565 - A,Sp Atk,83
565 - A,Sp Def,65
565 - A,Spd,32
566 - A,Hp,55
566 - A,Atk,112
566 - A,Def,45
566 - A,Sp Atk,74
566 - A,Sp Def,45
566 - A,Spd,70
567 - A,Hp,75
567 - A,Atk,140
567 - A,Def,65
567 - A,Sp Atk,112
567 - A,Sp Def,65
567 - A,Spd,110
568 - A,Hp,50
568 - A,Atk,50
568 - A,Def,62
568 - A,Sp Atk,40
568 - A,Sp Def,62
568 - A,Spd,65
569 - A,Hp,80
569 - A,Atk,95
569 - A,Def,82
569 - A,Sp Atk,60
569 - A,Sp Def,82
569 - A,Spd,75
570 - A,Hp,40
570 - A,Atk,65
570 - A,Def,40
570 - A,Sp Atk,80
570 - A,Sp Def,40
570 - A,Spd,65
570 - B,Hp,35
570 - B,Atk,60
570 - B,Def,40
570 - B,Sp Atk,85
570 - B,Sp Def,40
570 - B,Spd,70
571 - A,Hp,60
571 - A,Atk,105
571 - A,Def,60
571 - A,Sp Atk,120
571 - A,Sp Def,60
571 - A,Spd,105
571 - B,Hp,55
571 - B,Atk,100
571 - B,Def,60
571 - B,Sp Atk,125
571 - B,Sp Def,60
571 - B,Spd,110
572 - A,Hp,55
572 - A,Atk,50
572 - A,Def,40
572 - A,Sp Atk,40
572 - A,Sp Def,40
572 - A,Spd,75
573 - A,Hp,75
573 - A,Atk,95
573 - A,Def,60
573 - A,Sp Atk,65
573 - A,Sp Def,60
573 - A,Spd,115
574 - A,Hp,45
574 - A,Atk,30
574 - A,Def,50
574 - A,Sp Atk,55
574 - A,Sp Def,65
574 - A,Spd,45
575 - A,Hp,60
575 - A,Atk,45
575 - A,Def,70
575 - A,Sp Atk,75
575 - A,Sp Def,85
575 - A,Spd,55
576 - A,Hp,70
576 - A,Atk,55
576 - A,Def,95
576 - A,Sp Atk,95
576 - A,Sp Def,110
576 - A,Spd,65
577 - A,Hp,45
577 - A,Atk,30
577 - A,Def,40
577 - A,Sp Atk,105
577 - A,Sp Def,50
577 - A,Spd,20
578 - A,Hp,65
578 - A,Atk,40
578 - A,Def,50
578 - A,Sp Atk,125
578 - A,Sp Def,60
578 - A,Spd,30
579 - A,Hp,110
579 - A,Atk,65
579 - A,Def,75
579 - A,Sp Atk,125
579 - A,Sp Def,85
579 - A,Spd,30
580 - A,Hp,62
580 - A,Atk,44
580 - A,Def,50
580 - A,Sp Atk,44
580 - A,Sp Def,50
580 - A,Spd,55
581 - A,Hp,75
581 - A,Atk,87
581 - A,Def,63
581 - A,Sp Atk,87
581 - A,Sp Def,63
581 - A,Spd,98
582 - A,Hp,36
582 - A,Atk,50
582 - A,Def,50
582 - A,Sp Atk,65
582 - A,Sp Def,60
582 - A,Spd,44
583 - A,Hp,51
583 - A,Atk,65
583 - A,Def,65
583 - A,Sp Atk,80
583 - A,Sp Def,75
583 - A,Spd,59
584 - A,Hp,71
584 - A,Atk,95
584 - A,Def,85
584 - A,Sp Atk,110
584 - A,Sp Def,95
584 - A,Spd,79
585 - A,Hp,60
585 - A,Atk,60
585 - A,Def,50
585 - A,Sp Atk,40
585 - A,Sp Def,50
585 - A,Spd,75
586 - A,Hp,80
586 - A,Atk,100
586 - A,Def,70
586 - A,Sp Atk,60
586 - A,Sp Def,70
586 - A,Spd,95
587 - A,Hp,55
587 - A,Atk,75
587 - A,Def,60
587 - A,Sp Atk,75
587 - A,Sp Def,60
587 - A,Spd,103
588 - A,Hp,50
588 - A,Atk,75
588 - A,Def,45
588 - A,Sp Atk,40
588 - A,Sp Def,45
588 - A,Spd,60
589 - A,Hp,70
589 - A,Atk,135
589 - A,Def,105
589 - A,Sp Atk,60
589 - A,Sp Def,105
589 - A,Spd,20
590 - A,Hp,69
590 - A,Atk,55
590 - A,Def,45
590 - A,Sp Atk,55
590 - A,Sp Def,55
590 - A,Spd,15
591 - A,Hp,114
591 - A,Atk,85
591 - A,Def,70
591 - A,Sp Atk,85
591 - A,Sp Def,80
591 - A,Spd,30
592 - A,Hp,55
592 - A,Atk,40
592 - A,Def,50
592 - A,Sp Atk,65
592 - A,Sp Def,85
592 - A,Spd,40
593 - A,Hp,100
593 - A,Atk,60
593 - A,Def,70
593 - A,Sp Atk,85
593 - A,Sp Def,105
593 - A,Spd,60
594 - A,Hp,165
594 - A,Atk,75
594 - A,Def,80
594 - A,Sp Atk,40
594 - A,Sp Def,45
594 - A,Spd,65
595 - A,Hp,50
595 - A,Atk,47
595 - A,Def,50
595 - A,Sp Atk,57
595 - A,Sp Def,50
595 - A,Spd,65
596 - A,Hp,70
596 - A,Atk,77
596 - A,Def,60
596 - A,Sp Atk,97
596 - A,Sp Def,60
596 - A,Spd,108
597 - A,Hp,44
597 - A,Atk,50
597 - A,Def,91
597 - A,Sp Atk,24
597 - A,Sp Def,86
597 - A,Spd,10
598 - A,Hp,74
598 - A,Atk,94
598 - A,Def,131
598 - A,Sp Atk,54
598 - A,Sp Def,116
598 - A,Spd,20
599 - A,Hp,40
599 - A,Atk,55
599 - A,Def,70
599 - A,Sp Atk,45
599 - A,Sp Def,60
599 - A,Spd,30
600 - A,Hp,60
600 - A,Atk,80
600 - A,Def,95
600 - A,Sp Atk,70
600 - A,Sp Def,85
600 - A,Spd,50
601 - A,Hp,60
601 - A,Atk,100
601 - A,Def,115
601 - A,Sp Atk,70
601 - A,Sp Def,85
601 - A,Spd,90
602 - A,Hp,35
602 - A,Atk,55
602 - A,Def,40
602 - A,Sp Atk,45
602 - A,Sp Def,40
602 - A,Spd,60
603 - A,Hp,65
603 - A,Atk,85
603 - A,Def,70
603 - A,Sp Atk,75
603 - A,Sp Def,70
603 - A,Spd,40
604 - A,Hp,85
604 - A,Atk,115
604 - A,Def,80
604 - A,Sp Atk,105
604 - A,Sp Def,80
604 - A,Spd,50
605 - A,Hp,55
605 - A,Atk,55
605 - A,Def,55
605 - A,Sp Atk,85
605 - A,Sp Def,55
605 - A,Spd,30
606 - A,Hp,75
606 - A,Atk,75
606 - A,Def,75
606 - A,Sp Atk,125
606 - A,Sp Def,95
606 - A,Spd,40
607 - A,Hp,50
607 - A,Atk,30
607 - A,Def,55
607 - A,Sp Atk,65
607 - A,Sp Def,55
607 - A,Spd,20
608 - A,Hp,60
608 - A,Atk,40
608 - A,Def,60
608 - A,Sp Atk,95
608 - A,Sp Def,60
608 - A,Spd,55
609 - A,Hp,60
609 - A,Atk,55
609 - A,Def,90
609 - A,Sp Atk,145
609 - A,Sp Def,90
609 - A,Spd,80
610 - A,Hp,46
610 - A,Atk,87
610 - A,Def,60
610 - A,Sp Atk,30
610 - A,Sp Def,40
610 - A,Spd,57
611 - A,Hp,66
611 - A,Atk,117
611 - A,Def,70
611 - A,Sp Atk,40
611 - A,Sp Def,50
611 - A,Spd,67
612 - A,Hp,76
612 - A,Atk,147
612 - A,Def,90
612 - A,Sp Atk,60
612 - A,Sp Def,70
612 - A,Spd,97
613 - A,Hp,55
613 - A,Atk,70
613 - A,Def,40
613 - A,Sp Atk,60
613 - A,Sp Def,40
613 - A,Spd,40
614 - A,Hp,95
614 - A,Atk,130
614 - A,Def,80
614 - A,Sp Atk,70
614 - A,Sp Def,80
614 - A,Spd,50
615 - A,Hp,80
615 - A,Atk,50
615 - A,Def,50
615 - A,Sp Atk,95
615 - A,Sp Def,135
615 - A,Spd,105
616 - A,Hp,50
616 - A,Atk,40
616 - A,Def,85
616 - A,Sp Atk,40
616 - A,Sp Def,65
616 - A,Spd,25
617 - A,Hp,80
617 - A,Atk,70
617 - A,Def,40
617 - A,Sp Atk,100
617 - A,Sp Def,60
617 - A,Spd,145
618 - A,Hp,109
618 - A,Atk,66
618 - A,Def,84
618 - A,Sp Atk,81
618 - A,Sp Def,99
618 - A,Spd,32
618 - B,Hp,109
618 - B,Atk,81
618 - B,Def,99
618 - B,Sp Atk,66
618 - B,Sp Def,84
618 - B,Spd,32
619 - A,Hp,45
619 - A,Atk,85
619 - A,Def,50
619 - A,Sp Atk,55
619 - A,Sp Def,50
619 - A,Spd,65
620 - A,Hp,65
620 - A,Atk,125
620 - A,Def,60
620 - A,Sp Atk,95
620 - A,Sp Def,60
620 - A,Spd,105
621 - A,Hp,77
621 - A,Atk,120
621 - A,Def,90
621 - A,Sp Atk,60
621 - A,Sp Def,90
621 - A,Spd,48
622 - A,Hp,59
622 - A,Atk,74
622 - A,Def,50
622 - A,Sp Atk,35
622 - A,Sp Def,50
622 - A,Spd,35
623 - A,Hp,89
623 - A,Atk,124
623 - A,Def,80
623 - A,Sp Atk,55
623 - A,Sp Def,80
623 - A,Spd,55
624 - A,Hp,45
624 - A,Atk,85
624 - A,Def,70
624 - A,Sp Atk,40
624 - A,Sp Def,40
624 - A,Spd,60
625 - A,Hp,65
625 - A,Atk,125
625 - A,Def,100
625 - A,Sp Atk,60
625 - A,Sp Def,70
625 - A,Spd,70
626 - A,Hp,95
626 - A,Atk,110
626 - A,Def,95
626 - A,Sp Atk,40
626 - A,Sp Def,95
626 - A,Spd,55
627 - A,Hp,70
627 - A,Atk,83
627 - A,Def,50
627 - A,Sp Atk,37
627 - A,Sp Def,50
627 - A,Spd,60
628 - A,Hp,100
628 - A,Atk,123
628 - A,Def,75
628 - A,Sp Atk,57
628 - A,Sp Def,75
628 - A,Spd,80
628 - B,Hp,110
628 - B,Atk,83
628 - B,Def,70
628 - B,Sp Atk,112
628 - B,Sp Def,70
628 - B,Spd,65
629 - A,Hp,70
629 - A,Atk,55
629 - A,Def,75
629 - A,Sp Atk,45
629 - A,Sp Def,65
629 - A,Spd,60
630 - A,Hp,110
630 - A,Atk,65
630 - A,Def,105
630 - A,Sp Atk,55
630 - A,Sp Def,95
630 - A,Spd,80
631 - A,Hp,85
631 - A,Atk,97
631 - A,Def,66
631 - A,Sp Atk,105
631 - A,Sp Def,66
631 - A,Spd,65
632 - A,Hp,58
632 - A,Atk,109
632 - A,Def,112
632 - A,Sp Atk,48
632 - A,Sp Def,48
632 - A,Spd,109
633 - A,Hp,52
633 - A,Atk,65
633 - A,Def,50
633 - A,Sp Atk,45
633 - A,Sp Def,50
633 - A,Spd,38
634 - A,Hp,72
634 - A,Atk,85
634 - A,Def,70
634 - A,Sp Atk,65
634 - A,Sp Def,70
634 - A,Spd,58
635 - A,Hp,92
635 - A,Atk,105
635 - A,Def,90
635 - A,Sp Atk,125
635 - A,Sp Def,90
635 - A,Spd,98
636 - A,Hp,55
636 - A,Atk,85
636 - A,Def,55
636 - A,Sp Atk,50
636 - A,Sp Def,55
636 - A,Spd,60
637 - A,Hp,85
637 - A,Atk,60
637 - A,Def,65
637 - A,Sp Atk,135
637 - A,Sp Def,105
637 - A,Spd,100
638 - A,Hp,91
638 - A,Atk,90
638 - A,Def,129
638 - A,Sp Atk,90
638 - A,Sp Def,72
638 - A,Spd,108
639 - A,Hp,91
639 - A,Atk,129
639 - A,Def,90
639 - A,Sp Atk,72
639 - A,Sp Def,90
639 - A,Spd,108
640 - A,Hp,91
640 - A,Atk,90
640 - A,Def,72
640 - A,Sp Atk,90
640 - A,Sp Def,129
640 - A,Spd,108
641 - A,Hp,79
641 - A,Atk,115
641 - A,Def,70
641 - A,Sp Atk,125
641 - A,Sp Def,80
641 - A,Spd,111
641 - B,Hp,79
641 - B,Atk,100
641 - B,Def,80
641 - B,Sp Atk,110
641 - B,Sp Def,90
641 - B,Spd,121
642 - A,Hp,79
642 - A,Atk,115
642 - A,Def,70
642 - A,Sp Atk,125
642 - A,Sp Def,80
642 - A,Spd,111
642 - B,Hp,79
642 - B,Atk,105
642 - B,Def,70
642 - B,Sp Atk,145
642 - B,Sp Def,80
642 - B,Spd,101
643 - A,Hp,100
643 - A,Atk,120
643 - A,Def,100
643 - A,Sp Atk,150
643 - A,Sp Def,120
643 - A,Spd,90
644 - A,Hp,100
644 - A,Atk,150
644 - A,Def,120
644 - A,Sp Atk,120
644 - A,Sp Def,100
644 - A,Spd,90
645 - A,Hp,89
645 - A,Atk,125
645 - A,Def,90
645 - A,Sp Atk,115
645 - A,Sp Def,80
645 - A,Spd,101
645 - B,Hp,89
645 - B,Atk,145
645 - B,Def,90
645 - B,Sp Atk,105
645 - B,Sp Def,80
645 - B,Spd,91
646 - A,Hp,125
646 - A,Atk,130
646 - A,Def,90
646 - A,Sp Atk,130
646 - A,Sp Def,90
646 - A,Spd,95
646 - B,Hp,125
646 - B,Atk,170
646 - B,Def,100
646 - B,Sp Atk,120
646 - B,Sp Def,90
646 - B,Spd,95
646 - C,Hp,125
646 - C,Atk,120
646 - C,Def,90
646 - C,Sp Atk,170
646 - C,Sp Def,100
646 - C,Spd,95
647 - A,Hp,91
647 - A,Atk,72
647 - A,Def,90
647 - A,Sp Atk,129
647 - A,Sp Def,90
647 - A,Spd,108
647 - B,Hp,91
647 - B,Atk,72
647 - B,Def,90
647 - B,Sp Atk,129
647 - B,Sp Def,90
647 - B,Spd,108
648 - A,Hp,100
648 - A,Atk,77
648 - A,Def,77
648 - A,Sp Atk,128
648 - A,Sp Def,128
648 - A,Spd,90
648 - B,Hp,100
648 - B,Atk,128
648 - B,Def,90
648 - B,Sp Atk,77
648 - B,Sp Def,77
648 - B,Spd,128
649 - A,Hp,71
649 - A,Atk,120
649 - A,Def,95
649 - A,Sp Atk,120
649 - A,Sp Def,95
649 - A,Spd,99
650 - A,Hp,56
650 - A,Atk,61
650 - A,Def,65
650 - A,Sp Atk,48
650 - A,Sp Def,45
650 - A,Spd,38
651 - A,Hp,61
651 - A,Atk,78
651 - A,Def,95
651 - A,Sp Atk,56
651 - A,Sp Def,58
651 - A,Spd,57
652 - A,Hp,88
652 - A,Atk,107
652 - A,Def,122
652 - A,Sp Atk,74
652 - A,Sp Def,75
652 - A,Spd,64
653 - A,Hp,40
653 - A,Atk,45
653 - A,Def,40
653 - A,Sp Atk,62
653 - A,Sp Def,60
653 - A,Spd,60
654 - A,Hp,59
654 - A,Atk,59
654 - A,Def,58
654 - A,Sp Atk,90
654 - A,Sp Def,70
654 - A,Spd,73
655 - A,Hp,75
655 - A,Atk,69
655 - A,Def,72
655 - A,Sp Atk,114
655 - A,Sp Def,100
655 - A,Spd,104
656 - A,Hp,41
656 - A,Atk,56
656 - A,Def,40
656 - A,Sp Atk,62
656 - A,Sp Def,44
656 - A,Spd,71
657 - A,Hp,54
657 - A,Atk,63
657 - A,Def,52
657 - A,Sp Atk,83
657 - A,Sp Def,56
657 - A,Spd,97
658 - A,Hp,72
658 - A,Atk,95
658 - A,Def,67
658 - A,Sp Atk,103
658 - A,Sp Def,71
658 - A,Spd,122
658 - B,Hp,72
658 - B,Atk,95
658 - B,Def,67
658 - B,Sp Atk,103
658 - B,Sp Def,71
658 - B,Spd,122
658 - C,Hp,72
658 - C,Atk,145
658 - C,Def,67
658 - C,Sp Atk,153
658 - C,Sp Def,71
658 - C,Spd,132
659 - A,Hp,38
659 - A,Atk,36
659 - A,Def,38
659 - A,Sp Atk,32
659 - A,Sp Def,36
659 - A,Spd,57
660 - A,Hp,85
660 - A,Atk,56
660 - A,Def,77
660 - A,Sp Atk,50
660 - A,Sp Def,77
660 - A,Spd,78
661 - A,Hp,45
661 - A,Atk,50
661 - A,Def,43
661 - A,Sp Atk,40
661 - A,Sp Def,38
661 - A,Spd,62
662 - A,Hp,62
662 - A,Atk,73
662 - A,Def,55
662 - A,Sp Atk,56
662 - A,Sp Def,52
662 - A,Spd,84
663 - A,Hp,78
663 - A,Atk,81
663 - A,Def,71
663 - A,Sp Atk,74
663 - A,Sp Def,69
663 - A,Spd,126
664 - A,Hp,38
664 - A,Atk,35
664 - A,Def,40
664 - A,Sp Atk,27
664 - A,Sp Def,25
664 - A,Spd,35
665 - A,Hp,45
665 - A,Atk,22
665 - A,Def,60
665 - A,Sp Atk,27
665 - A,Sp Def,30
665 - A,Spd,29
666 - A,Hp,80
666 - A,Atk,52
666 - A,Def,50
666 - A,Sp Atk,90
666 - A,Sp Def,50
666 - A,Spd,89
667 - A,Hp,62
667 - A,Atk,50
667 - A,Def,58
667 - A,Sp Atk,73
667 - A,Sp Def,54
667 - A,Spd,72
668 - A,Hp,86
668 - A,Atk,68
668 - A,Def,72
668 - A,Sp Atk,109
668 - A,Sp Def,66
668 - A,Spd,106
669 - A,Hp,44
669 - A,Atk,38
669 - A,Def,39
669 - A,Sp Atk,61
669 - A,Sp Def,79
669 - A,Spd,42
670 - A,Hp,54
670 - A,Atk,45
670 - A,Def,47
670 - A,Sp Atk,75
670 - A,Sp Def,98
670 - A,Spd,52
670 - B,Hp,74
670 - B,Atk,65
670 - B,Def,67
670 - B,Sp Atk,125
670 - B,Sp Def,128
670 - B,Spd,92
671 - A,Hp,78
671 - A,Atk,65
671 - A,Def,68
671 - A,Sp Atk,112
671 - A,Sp Def,154
671 - A,Spd,75
672 - A,Hp,66
672 - A,Atk,65
672 - A,Def,48
672 - A,Sp Atk,62
672 - A,Sp Def,57
672 - A,Spd,52
673 - A,Hp,123
673 - A,Atk,100
673 - A,Def,62
673 - A,Sp Atk,97
673 - A,Sp Def,81
673 - A,Spd,68
674 - A,Hp,67
674 - A,Atk,82
674 - A,Def,62
674 - A,Sp Atk,46
674 - A,Sp Def,48
674 - A,Spd,43
675 - A,Hp,95
675 - A,Atk,124
675 - A,Def,78
675 - A,Sp Atk,69
675 - A,Sp Def,71
675 - A,Spd,58
676 - A,Hp,75
676 - A,Atk,80
676 - A,Def,60
676 - A,Sp Atk,65
676 - A,Sp Def,90
676 - A,Spd,102
677 - A,Hp,62
677 - A,Atk,48
677 - A,Def,54
677 - A,Sp Atk,63
677 - A,Sp Def,60
677 - A,Spd,68
678 - A,Hp,74
678 - A,Atk,48
678 - A,Def,76
678 - A,Sp Atk,83
678 - A,Sp Def,81
678 - A,Spd,104
678 - B,Hp,74
678 - B,Atk,48
678 - B,Def,76
678 - B,Sp Atk,83
678 - B,Sp Def,81
678 - B,Spd,104
679 - A,Hp,45
679 - A,Atk,80
679 - A,Def,100
679 - A,Sp Atk,35
679 - A,Sp Def,37
679 - A,Spd,28
680 - A,Hp,59
680 - A,Atk,110
680 - A,Def,150
680 - A,Sp Atk,45
680 - A,Sp Def,49
680 - A,Spd,35
681 - A,Hp,60
681 - A,Atk,50
681 - A,Def,140
681 - A,Sp Atk,50
681 - A,Sp Def,140
681 - A,Spd,60
681 - B,Hp,60
681 - B,Atk,140
681 - B,Def,50
681 - B,Sp Atk,140
681 - B,Sp Def,50
681 - B,Spd,60
682 - A,Hp,78
682 - A,Atk,52
682 - A,Def,60
682 - A,Sp Atk,63
682 - A,Sp Def,65
682 - A,Spd,23
683 - A,Hp,101
683 - A,Atk,72
683 - A,Def,72
683 - A,Sp Atk,99
683 - A,Sp Def,89
683 - A,Spd,29
684 - A,Hp,62
684 - A,Atk,48
684 - A,Def,66
684 - A,Sp Atk,59
684 - A,Sp Def,57
684 - A,Spd,49
685 - A,Hp,82
685 - A,Atk,80
685 - A,Def,86
685 - A,Sp Atk,85
685 - A,Sp Def,75
685 - A,Spd,72
686 - A,Hp,53
686 - A,Atk,54
686 - A,Def,53
686 - A,Sp Atk,37
686 - A,Sp Def,46
686 - A,Spd,45
687 - A,Hp,86
687 - A,Atk,92
687 - A,Def,88
687 - A,Sp Atk,68
687 - A,Sp Def,75
687 - A,Spd,73
688 - A,Hp,42
688 - A,Atk,52
688 - A,Def,67
688 - A,Sp Atk,39
688 - A,Sp Def,56
688 - A,Spd,50
689 - A,Hp,72
689 - A,Atk,105
689 - A,Def,115
689 - A,Sp Atk,54
689 - A,Sp Def,86
689 - A,Spd,68
690 - A,Hp,50
690 - A,Atk,60
690 - A,Def,60
690 - A,Sp Atk,60
690 - A,Sp Def,60
690 - A,Spd,30
691 - A,Hp,65
691 - A,Atk,75
691 - A,Def,90
691 - A,Sp Atk,97
691 - A,Sp Def,123
691 - A,Spd,44
692 - A,Hp,50
692 - A,Atk,53
692 - A,Def,62
692 - A,Sp Atk,58
692 - A,Sp Def,63
692 - A,Spd,44
693 - A,Hp,71
693 - A,Atk,73
693 - A,Def,88
693 - A,Sp Atk,120
693 - A,Sp Def,89
693 - A,Spd,59
694 - A,Hp,44
694 - A,Atk,38
694 - A,Def,33
694 - A,Sp Atk,61
694 - A,Sp Def,43
694 - A,Spd,70
695 - A,Hp,62
695 - A,Atk,55
695 - A,Def,52
695 - A,Sp Atk,109
695 - A,Sp Def,94
695 - A,Spd,109
696 - A,Hp,58
696 - A,Atk,89
696 - A,Def,77
696 - A,Sp Atk,45
696 - A,Sp Def,45
696 - A,Spd,48
697 - A,Hp,82
697 - A,Atk,121
697 - A,Def,119
697 - A,Sp Atk,69
697 - A,Sp Def,59
697 - A,Spd,71
698 - A,Hp,77
698 - A,Atk,59
698 - A,Def,50
698 - A,Sp Atk,67
698 - A,Sp Def,63
698 - A,Spd,46
699 - A,Hp,123
699 - A,Atk,77
699 - A,Def,72
699 - A,Sp Atk,99
699 - A,Sp Def,92
699 - A,Spd,58
700 - A,Hp,95
700 - A,Atk,65
700 - A,Def,65
700 - A,Sp Atk,110
700 - A,Sp Def,130
700 - A,Spd,60
701 - A,Hp,78
701 - A,Atk,92
701 - A,Def,75
701 - A,Sp Atk,74
701 - A,Sp Def,63
701 - A,Spd,118
702 - A,Hp,67
702 - A,Atk,58
702 - A,Def,57
702 - A,Sp Atk,81
702 - A,Sp Def,67
702 - A,Spd,101
703 - A,Hp,50
703 - A,Atk,50
703 - A,Def,150
703 - A,Sp Atk,50
703 - A,Sp Def,150
703 - A,Spd,50
704 - A,Hp,45
704 - A,Atk,50
704 - A,Def,35
704 - A,Sp Atk,55
704 - A,Sp Def,75
704 - A,Spd,40
705 - A,Hp,68
705 - A,Atk,75
705 - A,Def,53
705 - A,Sp Atk,83
705 - A,Sp Def,113
705 - A,Spd,60
705 - B,Hp,58
705 - B,Atk,75
705 - B,Def,83
705 - B,Sp Atk,83
705 - B,Sp Def,113
705 - B,Spd,40
706 - A,Hp,90
706 - A,Atk,100
706 - A,Def,70
706 - A,Sp Atk,110
706 - A,Sp Def,150
706 - A,Spd,80
706 - B,Hp,80
706 - B,Atk,100
706 - B,Def,100
706 - B,Sp Atk,110
706 - B,Sp Def,150
706 - B,Spd,60
707 - A,Hp,57
707 - A,Atk,80
707 - A,Def,91
707 - A,Sp Atk,80
707 - A,Sp Def,87
707 - A,Spd,75
708 - A,Hp,43
708 - A,Atk,70
708 - A,Def,48
708 - A,Sp Atk,50
708 - A,Sp Def,60
708 - A,Spd,38
709 - A,Hp,85
709 - A,Atk,110
709 - A,Def,76
